Time	Node	Type	Packets	
1	0	CacheHits	18
1	0	CacheMisses	26
1	0	size	27
1	1	CacheHits	22
1	1	CacheMisses	45
1	1	size	46
1	2	CacheHits	17
1	2	CacheMisses	27
1	2	size	28
1	3	CacheHits	24
1	3	CacheMisses	45
1	3	size	46
1	4	CacheHits	16
1	4	CacheMisses	28
1	4	size	29
1	5	CacheHits	15
1	5	CacheMisses	29
1	5	size	30
1	6	CacheHits	35
1	6	CacheMisses	77
1	6	size	78
1	7	CacheHits	44
1	7	CacheMisses	97
1	7	size	98
1	8	CacheHits	30
1	8	CacheMisses	83
1	8	size	84
1	9	CacheHits	14
1	9	CacheMisses	30
1	9	size	31
1	10	CacheHits	17
1	10	CacheMisses	27
1	10	size	28
1	11	CacheHits	33
1	11	CacheMisses	79
1	11	size	80
1	12	CacheHits	110
1	12	CacheMisses	346
1	12	size	100
1	13	CacheHits	58
1	13	CacheMisses	165
1	13	size	100
1	14	CacheHits	12
1	14	CacheMisses	32
1	14	size	33
1	15	CacheHits	19
1	15	CacheMisses	25
1	15	size	26
1	16	CacheHits	18
1	16	CacheMisses	48
1	16	size	49
1	17	CacheHits	24
1	17	CacheMisses	84
1	17	size	85
1	18	CacheHits	33
1	18	CacheMisses	75
1	18	size	76
1	19	CacheHits	18
1	19	CacheMisses	26
1	19	size	27
1	20	CacheHits	9
1	20	CacheMisses	35
1	20	size	36
1	21	CacheHits	23
1	21	CacheMisses	53
1	21	size	54
1	22	CacheHits	27
1	22	CacheMisses	67
1	22	size	68
1	23	CacheHits	23
1	23	CacheMisses	47
1	23	size	48
1	24	CacheHits	15
1	24	CacheMisses	29
1	24	size	30
2	0	CacheHits	19
2	0	CacheMisses	21
2	0	size	48
2	1	CacheHits	27
2	1	CacheMisses	34
2	1	size	80
2	2	CacheHits	26
2	2	CacheMisses	14
2	2	size	42
2	3	CacheHits	25
2	3	CacheMisses	31
2	3	size	77
2	4	CacheHits	24
2	4	CacheMisses	16
2	4	size	45
2	5	CacheHits	25
2	5	CacheMisses	15
2	5	size	45
2	6	CacheHits	39
2	6	CacheMisses	50
2	6	size	100
2	7	CacheHits	34
2	7	CacheMisses	70
2	7	size	100
2	8	CacheHits	37
2	8	CacheMisses	54
2	8	size	100
2	9	CacheHits	19
2	9	CacheMisses	21
2	9	size	52
2	10	CacheHits	23
2	10	CacheMisses	17
2	10	size	45
2	11	CacheHits	42
2	11	CacheMisses	51
2	11	size	100
2	12	CacheHits	55
2	12	CacheMisses	298
2	12	size	100
2	13	CacheHits	34
2	13	CacheMisses	134
2	13	size	100
2	14	CacheHits	22
2	14	CacheMisses	18
2	14	size	51
2	15	CacheHits	18
2	15	CacheMisses	22
2	15	size	48
2	16	CacheHits	26
2	16	CacheMisses	36
2	16	size	85
2	17	CacheHits	22
2	17	CacheMisses	58
2	17	size	100
2	18	CacheHits	37
2	18	CacheMisses	56
2	18	size	100
2	19	CacheHits	26
2	19	CacheMisses	14
2	19	size	41
2	20	CacheHits	20
2	20	CacheMisses	20
2	20	size	56
2	21	CacheHits	32
2	21	CacheMisses	28
2	21	size	82
2	22	CacheHits	28
2	22	CacheMisses	40
2	22	size	100
2	23	CacheHits	22
2	23	CacheMisses	39
2	23	size	87
2	24	CacheHits	19
2	24	CacheMisses	21
2	24	size	51
3	0	CacheHits	22
3	0	CacheMisses	18
3	0	size	66
3	1	CacheHits	31
3	1	CacheMisses	27
3	1	size	100
3	2	CacheHits	25
3	2	CacheMisses	15
3	2	size	57
3	3	CacheHits	32
3	3	CacheMisses	19
3	3	size	96
3	4	CacheHits	29
3	4	CacheMisses	11
3	4	size	56
3	5	CacheHits	23
3	5	CacheMisses	17
3	5	size	62
3	6	CacheHits	32
3	6	CacheMisses	52
3	6	size	100
3	7	CacheHits	31
3	7	CacheMisses	76
3	7	size	100
3	8	CacheHits	30
3	8	CacheMisses	43
3	8	size	100
3	9	CacheHits	26
3	9	CacheMisses	14
3	9	size	66
3	10	CacheHits	20
3	10	CacheMisses	20
3	10	size	65
3	11	CacheHits	37
3	11	CacheMisses	53
3	11	size	100
3	12	CacheHits	57
3	12	CacheMisses	282
3	12	size	100
3	13	CacheHits	34
3	13	CacheMisses	119
3	13	size	100
3	14	CacheHits	20
3	14	CacheMisses	20
3	14	size	71
3	15	CacheHits	24
3	15	CacheMisses	16
3	15	size	64
3	16	CacheHits	26
3	16	CacheMisses	30
3	16	size	100
3	17	CacheHits	29
3	17	CacheMisses	51
3	17	size	100
3	18	CacheHits	33
3	18	CacheMisses	50
3	18	size	100
3	19	CacheHits	27
3	19	CacheMisses	13
3	19	size	54
3	20	CacheHits	25
3	20	CacheMisses	15
3	20	size	71
3	21	CacheHits	25
3	21	CacheMisses	30
3	21	size	100
3	22	CacheHits	30
3	22	CacheMisses	40
3	22	size	100
3	23	CacheHits	27
3	23	CacheMisses	30
3	23	size	100
3	24	CacheHits	23
3	24	CacheMisses	17
3	24	size	68
4	0	CacheHits	25
4	0	CacheMisses	15
4	0	size	81
4	1	CacheHits	24
4	1	CacheMisses	31
4	1	size	100
4	2	CacheHits	26
4	2	CacheMisses	14
4	2	size	71
4	3	CacheHits	24
4	3	CacheMisses	33
4	3	size	100
4	4	CacheHits	23
4	4	CacheMisses	17
4	4	size	73
4	5	CacheHits	25
4	5	CacheMisses	15
4	5	size	77
4	6	CacheHits	30
4	6	CacheMisses	56
4	6	size	100
4	7	CacheHits	28
4	7	CacheMisses	82
4	7	size	100
4	8	CacheHits	29
4	8	CacheMisses	58
4	8	size	100
4	9	CacheHits	26
4	9	CacheMisses	14
4	9	size	80
4	10	CacheHits	24
4	10	CacheMisses	16
4	10	size	81
4	11	CacheHits	22
4	11	CacheMisses	53
4	11	size	100
4	12	CacheHits	55
4	12	CacheMisses	302
4	12	size	100
4	13	CacheHits	34
4	13	CacheMisses	128
4	13	size	100
4	14	CacheHits	26
4	14	CacheMisses	14
4	14	size	85
4	15	CacheHits	31
4	15	CacheMisses	9
4	15	size	73
4	16	CacheHits	30
4	16	CacheMisses	19
4	16	size	100
4	17	CacheHits	25
4	17	CacheMisses	54
4	17	size	100
4	18	CacheHits	32
4	18	CacheMisses	51
4	18	size	100
4	19	CacheHits	20
4	19	CacheMisses	20
4	19	size	74
4	20	CacheHits	27
4	20	CacheMisses	13
4	20	size	84
4	21	CacheHits	26
4	21	CacheMisses	27
4	21	size	100
4	22	CacheHits	28
4	22	CacheMisses	39
4	22	size	100
4	23	CacheHits	30
4	23	CacheMisses	23
4	23	size	100
4	24	CacheHits	27
4	24	CacheMisses	13
4	24	size	81
5	0	CacheHits	25
5	0	CacheMisses	15
5	0	size	96
5	1	CacheHits	21
5	1	CacheMisses	34
5	1	size	100
5	2	CacheHits	23
5	2	CacheMisses	17
5	2	size	88
5	3	CacheHits	24
5	3	CacheMisses	28
5	3	size	100
5	4	CacheHits	28
5	4	CacheMisses	12
5	4	size	85
5	5	CacheHits	28
5	5	CacheMisses	12
5	5	size	89
5	6	CacheHits	31
5	6	CacheMisses	55
5	6	size	100
5	7	CacheHits	33
5	7	CacheMisses	79
5	7	size	100
5	8	CacheHits	32
5	8	CacheMisses	48
5	8	size	100
5	9	CacheHits	28
5	9	CacheMisses	12
5	9	size	92
5	10	CacheHits	28
5	10	CacheMisses	12
5	10	size	93
5	11	CacheHits	25
5	11	CacheMisses	51
5	11	size	100
5	12	CacheHits	47
5	12	CacheMisses	282
5	12	size	100
5	13	CacheHits	42
5	13	CacheMisses	107
5	13	size	100
5	14	CacheHits	29
5	14	CacheMisses	11
5	14	size	96
5	15	CacheHits	25
5	15	CacheMisses	15
