20	20	20	311.983333333	9275	157.4
20	20	40	285.666666667	8373	146.1166667
20	20	60	277.083333333	8041	143.0666667
20	20	80	275.05	7903	143.3333333
20	20	100	276.633333333	7825	146.2166667
20	20	120	278.416666667	7801	148.4
20	20	140	280.75	7798	150.7833333
20	20	160	284.05	7810	153.8833333
20	20	180	284.816666667	7813	154.6
20	20	200	286.433333333	7810	156.2666667
25	20	20	379.166666667	11277	191.2166667
25	20	40	349.516666667	10296	177.9166667
25	20	60	341.733333333	9967	175.6166667
25	20	80	340.033333333	9821	176.35
25	20	100	342.383333333	9779	179.4
25	20	120	344.533333333	9738	182.2333333
25	20	140	349.416666667	9755	186.8333333
25	20	160	352.933333333	9759	190.2833333
25	20	180	356.983333333	9780	193.9833333
25	20	200	357.483333333	9740	195.15
30	20	20	441.95	13092	223.75
30	20	40	412.983333333	12161	210.3
30	20	60	404.25	11799	207.6
30	20	80	402.9	11665	208.4833333
30	20	100	402.75	11570	209.9166667
30	20	120	404.85	11502	213.15
30	20	140	409.25	11505	217.5
30	20	160	413.95	11521	221.9333333
30	20	180	418.883333333	11543	226.5
30	20	200	421.2	11555	228.6166667
35	20	20	505.65	15043	254.9333333
35	20	40	477.583333333	14112	242.3833333
35	20	60	470.133333333	13766	240.7
35	20	80	468.016666667	13642	240.65
35	20	100	468.0	13544	242.2666667
35	20	120	472.033333333	13542	246.3333333
35	20	140	475.0	13461	250.65
35	20	160	478.15	13464	253.75
35	20	180	484.066666667	13514	258.8333333
35	20	200	487.783333333	13489	262.9666667
40	20	20	570.4	17003	287.0166667
40	20	40	542.3	16091	274.1166667
40	20	60	533.116666667	15721	271.1
40	20	80	530.916666667	15554	271.6833333
40	20	100	531.333333333	15470	273.5
40	20	120	533.05	15405	276.3
40	20	140	537.566666667	15370	281.4
40	20	160	543.033333333	15427	285.9166667
40	20	180	547.65	15450	290.15
40	20	200	552.216666667	15447	294.7666667
45	20	20	632.05	18867	317.6
45	20	40	606.633333333	18026	306.2
45	20	60	598.866666667	17665	304.45
45	20	80	596.933333333	17536	304.6666667
45	20	100	596.0	17392	306.1333333
45	20	120	598.35	17350	309.1833333
45	20	140	602.2	17312	313.6666667
45	20	160	608.4	17339	319.4166667
45	20	180	612.583333333	17357	323.3
45	20	200	617.366666667	17323	328.65
