1	70	211.983333333	218.566666667	86.9
2	100	211.983333333	200.85	81.7333333333
3	175	211.983333333	188.75	79.3666666667
4	250	211.983333333	179.433333333	77.3166666667
5	300	211.983333333	174.983333333	76.6333333333
7.5	400	211.983333333	163.55	75.8666666667
10	500	211.983333333	156.25	75.2666666667
15	1500	211.983333333	144.016666667	74.4
20	1500	211.983333333	123.316666667	74.4666666667
