0.15135	0.15773	0.16127	0.1635	0.16498	0.16602	0.16678	0.16734	0.16778	0.16813	0.16841	0.16865
0.17873	0.19282	0.2025	0.20926	0.21423	0.21803	0.22102	0.22343	0.22541	0.22705	0.22843	0.2296
0.20262	0.26894	0.29814	0.31506	0.32624	0.33422	0.34024	0.34494	0.34872	0.35183	0.35444	0.35665
0.20262	0.26894	0.29814	0.31506	0.32624	0.33422	0.34024	0.34494	0.34872	0.35183	0.35444	0.35665
0.20262	0.26894	0.29814	0.31506	0.32624	0.33422	0.34024	0.34494	0.34872	0.35183	0.35444	0.35665
0.16239	0.17753	0.18682	0.1931	0.19763	0.20104	0.20368	0.20578	0.20748	0.20887	0.21003	0.21099
0.17799	0.20946	0.22609	0.23672	0.24419	0.24976	0.25407	0.25751	0.26032	0.26265	0.26461	0.26629
0.20262	0.26894	0.29814	0.31506	0.32624	0.33422	0.34024	0.34494	0.34872	0.35183	0.35444	0.35665
0.20262	0.26894	0.29814	0.31506	0.32624	0.33422	0.34024	0.34494	0.34872	0.35183	0.35444	0.35665
0.17799	0.20946	0.22609	0.23672	0.24419	0.24976	0.25407	0.25751	0.26032	0.26265	0.26461	0.26629
0.15224	0.18134	0.19637	0.20592	0.2126	0.21755	0.22136	0.22437	0.2268	0.22879	0.23045	0.23184
